text,label
today my friend taught me so hood slang she said fuck nigga nigga bitch fuck boy nigga bruh,1
if your man is happy in his next relationship your fucked up ways are a blessing bitch,1
niggas fall in love with an evil bitch and turn they back on they friends its cool tho,1
video cfl lb solomon elimimian trash talks an opponent during a halftime interview,2
laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening in twijfel te nemen zijn zegje is wet en kuch kuch water,2
at pussy cat lounge killin it with my girlz and,2
wake up bitches,1
these niggas be actin like bitches,1
you could be viewing the future through rose colored glasses t more for libra,2
dumb ass bitch i swear,1
awe hell nah me and are bad bitches come fuck with us,1
not the farewell tour s fault everyone but three players underachieved for the yankees this year,2
clever watch burfict make the hit and then mock officials by throwing a flag on himself,2
fuck them bitches i hope navy beat em this week,1
catch them hoes on saturday meet me at plano senior high,1
when you look like trash and someone compliments you,2
i would def call dwight a cradle robbing faggot if i were kobe,1
lololol joey lattimes phone just called him retarded,1
make sure you take your rage out on unsuspecting targets today i chose a stapler and that bitch had it coming,1
it s idiotic opinions like this that make polls less than trash polls weren t a problem when people with integrity were voting,2
lmfao i only twerk to somewhere in america because when hov says twerk you twerk bitch,1
gucci mane on a bitch,1
bitch we rmp fuck who don t like i don t like,1
morgan park kids like to pop fire crackers in the school now,2
it s a bird it s a plane it s jake mcgee,2
when she waives her pussy fees bye lawrence,1
i m finally ready to mass market my skidmark resistant tighty whities but apparently uncrustables is already taken fu,2
i hate these mo ne davis commercials bitch is gonna end up either a dyke or a loser like every other female,1
never give a bitch the impression that u need them,1
bad bitches glocks choppas,1
repost kush blunt convos a simple minded ho made this pic i bet,1
lmao bitches hate u but still follow u,1
thats why we had regular season losses you are retarded,1
i hate when people tweef and then delete the tweets like yalls some hoes for that i m trying to read them,1
damn that s a cold ass honkie,1
magellan you suck at trash talk,2
i want this bad bitch epidemic to be over so fast bruh fees can t write a sentence with proper subject verb agreement now,1
was like blocked bitch don t start they are blocking us in ferguson,1
bitch you tweaking hoe tweaking hoe,1
they act like they earned the subs curse has haha bitch you wasn t in disfigure,1
took uber to from thr shakey club last weekend total cheaper than the parking had extra to throw at the hoes,1
you called me a pussy tough guy let s see how tegan kisses right bicep and sara kisses left bicep feel about that,1
it s parseltounge not basilisk you fucking pussy get it right,1
gorgeous calico maine coon cat,2
if u expect me to stop playin with niggas but u playin widd bitches i can t deal,1
if yo new niggah can t dress better then me or even close to looking better then me dnt try to make me,1
i just made that interview my bitch finessed it huh lol,1
with hoes on my dick sweg you have learned from the best,1
damn rednecks outside shooting guns keep waking my kids up no sleep for us tonight thanks a work at am is going to be so great,1
aye and when the hoes start coming don t forget who put you on i won t,1
whatever you are be a good one abraham lincoln this quote is not for yall hoes,1
comes home late bae was her pussy good me whos bae oh never mind,1
my daddy told me not to date a man with soft hands lol either he doesn t do hard labor or he s a faggot,1
i hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal,1
whoooo lemme find out a bitch run u haha,1
momma always told me i was crazy and the hoes say i m amazing but i don t listen to a lady,1
niggas see you wit da yellow dey wanna hit you up,1
searching for these hoes i got you ain t the only one bruh,1
where the bitches at yeah where they at i don t know they probably at that party,1
every time i say i don t like someone boxer rapper etc everyone bitches their fucking heads off as if it changes my opinion relax no,1
indirect ass little bitches like you know my fucking number and where i live,1
allen west the slippery slope of obama s constitutional contempt pjnet ccot,2
i fight for what i love but you make something of bitches i think nothing of,1
fag,1
rides into the pussy on a gym class butt scooter,1
don t take advantage of a nice person hoes everyjuan,1
clam it,2
idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole std,1
bitch don t kill my vibe,1
vandalize that pussy it s on,1
my nicca,1
liquor before beer you re in the clear beer before liquor you ll be fine don t be a bitch,1
jai may make an appearance at the party love that fag,0
i hate a bitch dat act like a nigga,0
i just put down a pan of brownies,2
a nigga will say the worst about a bitch and she ll still feel validated as long as he would fuck her,1
fuck what rappers say bitch i am la,1
the type of pipe to put rhianna to sleep excuse me that bitch been on my mind all week,1
i know i must make a lot of ya ll hoes sick all i can tell you hoes get used to it bitch,1
ayo twat boy i gotta new phone give me yo jack now,1
my daughter makes me with i wasn t a hoe from age u on a roll tonight,1
first second an third mistake i been hearing it wus trash tho kinda wan give it a listen kinda dont,2
i m gonna be ghetto and color over the stain with a sharpie ctfu,2
fuck i forgot to wear a belt i ma feel like a coon all day now,1
i pull up in a gimme yo bitch,1
what if i talked ghetto lol i d be so annoyed of my self,2
free bitch we stay used yo hol yo each other cdfu,1
just know a countryass old bitch in tn has ur back,1
won t catch me sneak dissing thats fo the birds,2
so damn stupid someone needs to sit that bitch down explain to her that communism is a p,1
if i dm u don t announce it to the timeline bitch i m tryna fuck on the low,1
flirting with bitches on twitter like,1
when a dyke get pregnant by mistake,1
niggaz irrational these days quick to jump bad bout a bitch,1
stupid bitches deserve to be treated like a stupid bitch,1
you ain t my main bitch so why the fucc do you care,1
it s funny how females don t want to be called a bitch but if you put the word bad in front of it then they re happy af,1
bitches on my dick but look at me i m fucking beautiful,1
he so trash cary williamsc got carried lol,2
its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards,1
my momma keep talking to me like bitch gtf i m on twitter,1
bet hoe,1
oreo ice cream cake,2
lesbians all be like yo ho and scissor me timbers,1
this nigga know damn well you a coon,0
you only bully people you know you can why you ain t do this in the playoffs bitch,1
i don t light skin bitches will have unread texts still tweet nobody to talk to you bitches is outta control,1
lawd jesus lets pray for these hoes,1
someone recently told me that a local yokel was going to use my twitter account to damage me so yeah,2
cowboys are bitches cowboysnation another great win ilove this team,1
i be ready to tell a bitch shut da fuck up lol,1
when you ain t had pussy in a hot minute omm,1
pull up on a nicca bored,1
seattle mayoral election this year a choice between a bunch of women non whites and faggots fag lovers,0
and i m goin back to school only for the hoes and a class or two,1
thanks to cracker tweets today my pilchards on krackerwheat are repeating on me like a typical night on the bbc,2
yankees sec robertson in guy is fantastic sec pitcher,2
iphone is trash watch me glo up,2
fucc droppin songs when yu gon drop a mixtape nicca,1
joes parties got hoes but it s always hot as hell,1
of bitches are hoes except my mama,1
deep in my pussy were your tongue should be dial if you need halp,1
yo bitch i had fun with that,1
naw bitch you goin against a monster lol lyrical maniac,1
if your girlfriend doesn t like that bitch you don t talk to that bitch,1
hey if i stir a spider rockstar and monster together and chug it would i definitely be hospitalized or just maybe asking for a friend,2
shit is fucking retarded no one wants to see this shit,1
nah she said you a fag,0
shantrell tryna fight bitches in da clinic n shut she wanna wait til uh bitch sick to try to bump,1
fuck a bad bitch id rather have a good girl who s a freak just for me times,1
naw am i the only one mad that espn gonna be talking about faggot ass penn state all week,0
don t lie to me bitch i m giving you my heart,1
mimi was so worried bout stevie j marriage that bitch ain t even realize she made a sex tape with a married man,1
i hate a bitch that think she the shit bitch you basic as the fuck,1
as soon as a democrat gets a chance to the political hack foxnews goes to commercial then back with bolton lmao teabaggers benghazi,2
idc about your story if petey pablo said your name in freek a leek you automatically a hoe,1
like hoes ain t gone be satisfied until some more bodies come up missing in hattiesburg let me be the first to tell you,1
pull up like look at my shoes bitch,1
both trash but i guess they got tired of chalmers trash starting how chalmers lose his job to norris cole lmfaoooo,1
yours a dyke,1
her face ugly to me her nudes were trash,2
all you do is fucking bitch,1
when i die on flappy bird,2
a pussy a day keeps the devil away,1
bitches,1
dumb bitches,1
this the i play soccer cheat on girls and wear khaki coloured cargos haircut yup,2
not one bitch is texting me right now followers inch rims inch tv and straight ass teeth but text messages ima kill myself,1
stfu bitch,1
these hoes be acting up,1
if you are nerd trash who likes to set things on fire sometimes,1
not trash just plain as fuck for and come on no elephant print on a,1
man i got fucked within an inch of my life this evening i m so unbothered by that bitch carryon,1
i need more beanies just ordered two true religion ones lol,2
bitch u describe both of those terms,1
she stole my shit what a little niglet,1
lmaoooort remember when y all bitches were lotus flower bombs around this time last year,1
where this brolic bitch at lol,1
i don t wanna hear sgt tahmooressi s name come outta the preezy s mouth he couldn t be bothered then keep his pie ho,2
bitch you not coming,1
my boy got the hoes now,1
the commandments of being a hoe,1
momma said no pussy cats inside my doghouse,2
i called your bitch ass,1
i hate when boys keep chasing a bitch that treat them like they any nigga,1
lol shid who got one boy my ass lonely as a bitch you cuffed up ain t ya,1
when my teacher says basic algebra i think of basic bitches,1
yes touch my bitch get ya shit knocked,1
for all you hoes know i could be dj zetti,1
shut up birds it s bed time,2
i fell in love wit my side bitch crazy thing she wasnt even my bitch,1
an if u aint a hoe get up out my trap hoooouusssee,1
ima groovy type nigguh,1
what about yellow spots,2
its retarded,0
the only thing more irritating than donald sterling being a cunt is adam silver continually apologizing for him,1
white bitches be lovin da colored men,1
already kno nicca,1
spongebob out here beating bitches up,1
motherfuckas tryna hate on my whip acting like they got cooler interior light up speakers hell nah bitch boys,1
why does julia roberts seem completely shocked that she s been nominated hey julia you re in a gown the jig is up emm,2
damn bitch gotta bootay,1
bitch where you going,1
apr th released the album kill fuck die taketheaddiction mytorturedeyes wasp heavymetal,1
this yr old on masterchefjunior made my chicken look like trash,2
el negro,2
damn bitches on a niggas mind haha,1
stop using the word redskin s,1
k bitch,1
i m jst fckn w you i ve always wanted to jigg hella good too we jst not wild enough to be in the circle cuz,1
i m a soft more hoes dumb man,1
music you make me sick bitch,1
lock that bitch too keep the heat out shut the front door,1
ol rachet ass bitch,1
this bitch is tryna start shit at denny s asking us if we took a picture of them lmfao bitch whut,1
no boats and hoes please thanks mom,1
real nigga need a real bitch just somebody i can chill with,1
i was about to be like r u queer but c mon jen do u even need to ask,1
the same people that be calling people hoes be the main ones sucking dick for a chalupa worry bout you,1
faggot,1
i have no sympathy for people who bitch about situations they get themselves into,1
nah bitch apples apples apples but bitch nawl cuz oranges oranges oranges bitch you dumb as fuck,1
roses be red orchids be bigger donts tell yo daddy you fuckin a nigger vddie,0
suck on my throbbing pussy,1
wyo bitch,1
i read a black man tweet hot sauce is trash watermelon is overrated i can t deal,2
obama says he s irritated but does not feel repudiated after losing senate video aww,2
im retarded for real im sitting here getting mad thinking my daughter ignoring me then i remember she aint here,1
whys this bitch boosting herself her size isn t exactly the most healthy tho,1
when ya side hoe playing too much all you want is head,1
maybe i ll love you one day maybe we ll someday grow till then just sit your drunk ass on that runway hoe,1
charlie sheen slams rihanna for rejecting his fiancee you re a rude idiot with bad wig,2
strong with the force leprechauns are,2
run it up first these hoes come later,1
retweet if you see the bird,2
of us decided to drink everclear and go to a yankees game only two made it to their seat,2
she feelin a young niggah,1
anybody on the team has permission to fuck my bitch,1
idgaf man fuck them hoes they nice to look at but they ain t for me,1
i want a four loco right now so i can chug it and go straight to sleep,2
analyzing the impact of masahiro tanaka on springtraining daily brought to you by,2
i hate that when i have assigned seats they sit me by the most annoying bitches in the whole class,1
shut the fuck up your wack as fuck garbage mohawk having faggot stop making music and shovel my snow scrub,1
every bitch tell me i act like a nigga whatever the fuck that means,1
ayy yo my nigga be all up on da pussy not lettin dat muafucka breathe,1
i want to be as independent as soon as i can i don t like depending on people makes me feel like a bitch,1
my daughter hate the freddy krueger mask i got at the crib wheneva she act up i put that bitch on for the nite,1
lmaooooooo record scratches damn twitter famous bitches out hea strippin,1
who the hell is gonna buy your shit when your dirty panties and trash are clearly in the background of the picture,1
stfu kenya u make me sick lonely desperate bitch,1
dumb bitch,1
when eminem said call me a faggot cause i hate a pussy,1
i hate drinking by myself everyone s so fucking boring now fuck you guys i ll be fun by myself pussies,1
remember the yellow badge nazis used israel is making muslim women carry a yellow badge order to pray in al aqsa h,0
first time with lol yuhhhh we hit that hoe,1
he told the bitch stop texting my phone my shawty crazy glad he know,1
can these birds shut the fuck up,1
now he apologizing lol fuck that hoe and her shot up pussy,1
i think i just gotta accept the fact that all these bitches gonna be hoes til they around the age of and life will be a lot easier,1
says the old man i hope you can survive another years you silly jigga boo monkey,0
and who said i didn t like myself where the fuck u got shit from u made that up stfu and stop assuming and bitch am not ugly,1
mcdonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud,1
julia roberts you re a ho nottinghill,1
gettin drop top dat hoe,1
no teabaggers is not about benghazi it s about those planes and those towers stop watching fox news,2
this white bitch tried to set me up for a racial war lol bitch it s impossible i m smarter then you,0
we know what this hoe gonna do for her bday now cc i plan on it,1
my blue flag brite nd ya bitch blowing me like play bagpipes,1
just smashed a bottle over buzz head because he s a cunt,1
thanks for the follow guys i m enjoying a cold yellow belly right now,2
wayhustle come get signed bitch we self paid,1
this bitch is raising my anxiety just by sitting next to her,1
stupid ass alex scary little bitch throw it,1
to u bitches who have upside down default pictures die nobody has time to flip they phone around to see if u even uglier,1
i say it all the time same with fag and queer it s all about the context i suppose some people are just looking to get offended,1
you pussy,1
i m flexing on niggas and they bitches,1
me and this song bird sang in the same hs gospel choir,2
you a bitch nigga,1
forgot how good i am at nhl too bad is a pussy and wont buy it scared to get fuckin scraped,1
here she go being a hoe again dog,1
bitch im mad at you for slapping me,1
rihanna just slaying any bitch,1
tired of little bitches messing with your plants get your own gangster gladys,1
she literally just put the whole trash bag on lmfao,2
when the nigga with the aux cord playin some trash shit,1
shut up bitch,1
if you don t like my tweets with my belief in jesus christ please respect it but don t mock it or make negative remarks,2
in this world we don t spank the monkey the monkey spanks us,2
amanda wants fizz to protect her this dude told yo ass on multiple occasions to let this bitch be,1
these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh,1
bitch you frooooontin bitch you frooooontin lol,1
she was always a pathetic mutt desperately seeking attention a purpose no matter what jp writes that will never change,2
shut up bitch,1
maybe i m just some bitter ass nigguh like obito,1
i dont have time for these childish games just fight me bitch,1
the bitch got some nerve,1
that ho went from darkskinned to mulatto this fucked me up,1
somethingigetalot are you asian black hawaiian gay retarded drunk,0
aaaaaaaaand it begins fucking niggers that s all kentucky is and ever will be,0
if dirty d was still around i wonder how many of you younger guys he would call a disrespectful son of a bitch,1
another bad bitch fuck her for a hour another cigarette another nut another shower,1
getting every dolla out this bitch,1
agreed there are a few badd ones but idk mixxed bitches is really where its at tho,1
that pussy keep calling me gettin me in trouble,1
dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein,2
when my bitches call me daddy,1
my mentions tl moving fast af sorry if i m flooding yo shit i m lowkey tryna get off this hoe for yall,1
two of the best yankees derek jeter and joe torre joetorreday,2
you fat bitches needa stop biting your lips when you take pictures y all look hungry not sexy,1
why you worried bout that other hoe cuz that other hoe aint worried bout another hoe,1
sometimes i wake up on the ceiling the floor outside near a trash can on your mom in hollywood somewhere in a ally somewhere,1
i can t fuck with you no mo hoe and i m sorry,1
confident in one way pussy in another so strange,1
hookers are always complimentary who wants to be with a bitch,1
because if nobody was judging the birds this account wouldn t even cause a ripple in d ocean,2
nigga stop hatin bitches be feelin coolio b n two if u think dem bitch made niggas got yo back u smokin big worm shit,1
kinda u mad friend fat fucking funky nasty ass hoes,1
just seen the baddest bitch in tower city my heart just got warm,1
settling down is for pussies,1
then i m a loud outgoing bitch lol,1
i ain t light skin nigga i m even colored lmao,1
swap meet bound beaner,2
haha still a little bitch though,1
a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay fo,2
hoes gone be hoes and these hoes can t be trusted,1
these hoes be lying to us nigga,1
happy birthday bird,2
and dis shit is for the birds,1
gary s girl was a tranny i wonder what would have become of if he d written gary s girl,2
it seem like cory talked to of all indianapolis hoes nbs,1
russell brand mocks bill o reilly for proposing berlin wall against immigrants video,2
lol yeah bro good choice but bitches do love foreign whips so it s a personal decision,1
don t wife a hoe end up like these,1
hey bitches i ll be in ic tonight so dial the digits,1
bitch i texted you,1
if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao,1
bitches see a picture of a couple walking on the stairs together and caption it goals bitch all they doing is going,1
ever leave me around yo bitch and ima get her stoned,1
when other girls wear beanies they look cute stylish but when i wear them i look like a member of a drug cartel who s,2
that was my faggot rant for the night,0
i m not the type of guy to bitch about how hot it is but it s about to be and i m still sweating,1
what are you twelve yeah on a scale of one to ten bitch,1
sum bitch that looks good where does a man such as myself pick up one of those,1
i got in a ounce bitch,1
these hoes be acting up you know what imma let em,1
southcarolina is full of white trash,0
niggas will fuck over a pretty girl w her head on right for a ho who only got pair of good panties,1
always a fat bitch in the handicap spot but never a dude in a wheelchair,1
hopefully this niggah buys my gamma s cause i want them,1
hits blunt bruh if she tells me to go text my other hoes but she s one of my hoes do i keep texting her,1
bitch u know what i mean spell champ these nuts,1
stupid ignorant bitch stopped by chick fil a in the woodlands to support a great business,1
ifshecantsuckthedickright slap it on her forehead the bitch needs a spankin discipline her ass,1
famous women be the biggest hoes,1
i am no longer willing to claim i m just like you just queer as my rallying cry,1
i can t believe these ghetto fucks left this little kid next to me he s now playing with fucking everything odds of his survival minimal,1
i hate a think she know how to out head type bitch foh,1
why the eggplant emoji doe y he say she looked like scream lmao,2
i i see some hoes in hurrrr,1
or don t vote for the cripple amirite bigot mt vote votewendydavis for governor of texas,2
i ll do it in the uk fag means cigarette and a faggot is a bundle of sticks you homo,0
i see u jigga hillary wankin,2
slap a taco in tht hoe face,1
rts and he ll spark this hoe in here,1
i think worst advice i gave you was don t be a pussy and speed up lol,1
warning shots are for pussies i m just gonna gun you down and steal your pink boots,1
oh yeah especially winston niccas lmao think i wont lol these niggas,1
pussy is a powerful drug happyhumpday,1
i need to stop being a little bitch lol,1
coming up at a charlie baker s campaign admits he may have been wrong about the emotional fisherman story from this w,2
nigga fuck hoe ion want fuck yo hoe she a fat chick she bad built,1
this rain got yall women talking out your ass a nigga should spend of his income on a bitch bruh get these hoes the fuck outta here,0
life aint shit but bitches an money i pass that weed like i studied,1
yea spell check is a bitch lets stay on topic,1
okay here if natitude is sooooo cool how come you bitches don t call obama by bo jingo that s what i thought gobuycomb,1
teen gets all her holes penetrated and even fists her own twat,1
pounds never fails to make me cry im not bitch i just relate to it,1
if i see another bitch with a rolly bag ima diesel that bitch,1
it s unbelievable to me that there are americans who refused to kill the okies that means all americans weak willed trash,0
can t stop eating graham crackers,2
niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags,1
let these hoes be hoes thats all we know,1
no officer i wasn t drunk driving i was swerving on them hoes,1
anglo saxon mike oz,2
nowplaying bt feat tori amos blue skies radio edit on thearrow,2
you should probably go clean your nasty pussy and not worry about wtf i m doing,1
you and me both probably some ghetto piece of shit who has nothing better to do with their lives,1
alexfromtarget gets a million retweets but chrisfromwalmart cant even get a bitch to text him back,1
is the biggest faggot in the world,0
chilling sexy scally lad,2
i hate girls who get drunk don t turn into hoes fvckin waste of alcohol,1
spurs bitch that s the team you dont want no problems,1
i rap that and her part of problem cause i m a bad bitch,1
ive got the best friends a functioning retard could have,1
all these clocks and we still don t have time for these hoes,1
got a new bitch and she got ass lookin at my ex like yeah i know you mad,1
niggers fell off,1
who do bitches take me for,1
lol you for being a dumb bitch,1
i m logging out ah man the bartenders be sellin pussy too i thought only the strippers sold pussy,1
sweet baby birds you crack me up houston foodlovers,2
easy bitch how lmfaoooooooooo she was my girl,1
jane seymour rocks a bikini at crazy aunt jane is at it again,2
ain t worth it your pussy smelled like reused soap anyways,1
i like that your room isn t a big sloppy mess like most of these twitter hoes,1
i used to think that bitch was bad but not no moe,1
these bitches boringgggg,1
hahahahaa fuckin crow looking bitch,1
niggas be like i got some hoes on the flo,1
old raglyscrag me and that bitch been places,1
sheeeeeit you tell me i wana fat bitch that smell like bologna,1
smuggled letter by gaza tunnel digger details suffering under hamas rule via,2
umm you sure the hoes i talk to aren t ugly,1
i was in the club and there was this good lookin bitch she had gold teeth tho i was confused smh,1
got this bitch at work mad with me bc her ex bitch on my dick,1
george rockwell of speech at lynchberg armo proud to say my uncle kelly was at this speech in,2
a lotta fck niggas on this here twitter really be talking like bitches,1
and on the th day god said these hoes are for everybody,1
i don t fuck with you iffy bitches niggas y all don t put fear in my heart y all bleed the same i do and breathe the same,1
see bro pussy changes you,1
thats bc she is crazy lol thats my nicca tho man i swear idt nobody mom is cooler than mine yo,1
i had such a classic style of tweeting trolls dyke tweets lists etc its crazy how many niggas tweet just like me now,1
pink nipples are cute but some be looking nasty than a bitch,1
yo fag rojas,1
be a pussy,1
best rider that goes to a blaxican,2
so i keep cool but in the back of my mind i m like did des hoes just come on my mf porch like ik dem,1
yassssss ordered chinese bitch you just ate tacos you fat fuck,1
can we not use the word faggots,1
bitch u,1
life is too fuckin short for free bird,1
yo bitch go wild more miles on her pussy then my car do,1
colombia supporter reminds us the double bird is a universal language,2
riding my quad with this bitch,1
every spic cop in losangeles is loyal to the latinkings,0
i m a get money nigga so da hoes love me,0
bruh thank you i m about to start cumming in these hoes just to scare them,1
and you know that i believe it cause her pussy to mee and she don t fuck with many niggahs she don t fuck with any niggahs,1
word to my bird,2
if you hoes stop shaving i m running around spraying nair on all of y all,1
i say if a girl got bodies or more and she or younger she a hoe this one not up for debate,1
they don t make r b like this anymore dudes used to make you feel good about busting it wide open not call you a hoe,1
fuck driving stick it s gay as fuck shit pussies say,1
smoke good weed with a bad bitch,1
yall bitches don t know how to be friends,1
tolerance what in sharpening knives years jihadis have been a pain in our a,1
iraq gov troops were handed a severe defeat by isis at saqlawiya there s chatter of over soldiers lost jihadis raving about it,2
niggas really are the new bitter bitches,1
why do bitches stand like this she wanted to be in mj s smooth criminal video so bad,1
smh u so retarded lol,1
bitch i have a phone stfu talking don t worry about me just make sure you show up,1
what hoes tho lol,1
i actually get on with erin and think she s really nice bit you re so two faced and bitch about her all the time nasty,1
just like fat chicks need love too i guess some jeffrey dommer type would be all over that sloppy ho,1
has anyone ever purchased baseball field dirt i really want dirt from stadium for my grandfather s grave weirdtweets,2
pussy ass nigga,1
overdosing on heavy drugs doesn t sound bad tonight i do that pussy shit every day,2
decent trade for the yankees a proven veteran ichiro for some prospects,2
fuck no my school boring and ghetto,1
for a faggot ass nigga that crys about people who talk about kicks he certainly makes a lot of fucking shoe comments that s y all man smfh,1
the slopes aren t for us bro hahaha,2
the people of the ghetto are rising up and fighting back whose side are you on gaza,2
fuck are you talkin about its like the guy that asks for your number and then says you ugly and a bitch when you say no,1
next person i see tweeting that bitch shitting on herself im unfollowing you,1
dear god forgive us for a moral slope of values shacking is just a pretty word for perpetual fornication let s,2
i almost beat that bitch up,1
my nudes are trash,2
any pussy i had i can get again,1
on my way to fuck your bitch in the name of the lord mr race,0
why all ghetto chicks gotta smell like love spell or that cucumber shit bath body works,1
that bitch can t touch me,1
can you really take dick or nah can i bring another bitch or nah,1
lol my brother a fag mann,1
degenerateartist sniffs whiffy balls involuntary cuz a fairy walks downtown hairy climatechange all our scary sense of hillbilly sneeze,2
dnt blame niggas when a female see ya hoe ass ways go listen to some jt money fruitcake,1
damn babe sike forever fucking with basic bitches,1
trust me seattle we give thanksgiving it s due a huge flightless bird dream come true for european bird eaters,2
got a bitch so bad you can t afford to fuck,1
not a neanudda bitch,1
is the most important thing all this temporary bullshit and lies is fa the birds kill that,1
why black women say i m gon get me a white man like white guys not dogging bitches too y all so dumb,1
fuck you bitch,1
with a pussy mullet,1
i m about to go on be the devil catfish some hoes,1
was in kimball gym today boy if they had the carter kimball it that hoe it would ve been stupid,1
yes i m judging you by the way you dress bitch,1
operation ask redhead resolve charlie brown rejectedpeanutsspecials,2
walking dead gonna be so trash this season,2
you can t question snoop dogg he a og he told us not to love these hoes,1
what is this the are doing today using those wooden things and making it all the way around the bases weird,2
oh shut your mouth i was talkin about the morning you fag,0
it s bout that time were i feel like beening a hard working woman and a stripper hoe by night don t judge me,1
fight or nah dumb bitch,1
i dont fuck wit hoes or broke bitches,1
i am a zebra amongst the sheep,2
two red bones kissin n da back seat,2
because it s hilarious how it makes teabaggers freak out i ll do it again too,1
handles lol that shit only hp now your bitch is stick soo i know was good with them double shifting aha,1
the his momma dead bitch really think i can t connect my own lucky number face,1
drunk trash trashed wasted the draught horse,2
fags,0
black girls are so funny why can t you talk literate it s pathetic dick riding die hard fan rofl you disgust me retard,1
he see the jig,2
if you ever had an abortion you got cemetery pussy omg lmao,1
i dnt trust bitches who think they shud b on bad girls club,1
you got some more hoe,1
well all i can say is that i fucked hoes and made money,1
the face you make when you see a hoe trying to preach on twitter,1
no paper hoe but you can have some more of me,1
pussy ass bitches,1
i still think he is a pussy haha,1
wait that s noooo butt naked bitch awwwww boy,1
i try and get back into anime but i swear every show revolves around either teenage girls or the boys who are too pussy to talk to them,1
she a hoe year round yeezy taught me,1
ifthepurgewasreal i d be the best prostitute and madam ever hey if you got pussy you shouldn t be broke right lmao jk,1
all the fine bitches i need yall to hit me up my guess the last,1
if u got cotton mouth u can eat my pussy,1
creeping with my side bitch hope i don t get caught cheating,1
if ever sports seemed scripted this ending to this yankee game proved it,2
if not then you are a coward and afraid showing you have no faith just another devils bitch,1
i still hate the bitches at the dmv californiadmv miserable hoes,1
sorry jb fan really justin come back that is the top comment on a justin timberlake video with million views son of a fucking bitch,1
got baby mama no bitch no wife,1
your the one keeping me up faggot,1
well guess i know a bunch of hoes then gone bring ya baldpussy hoeass elements tonight tho,1
bf i think we need some pet insurance gf lmao why what for bf because i m destroying your pussy everyday,1
nigger mad,1
go utes you got playboy bitches disrespectful players and a bunch of spoiled hipsters at your school so i m cheering for you not,1
dis nigga look retarded,1
i m such a bitch i m hard to handle i m stubborn and i have an attitude sorry to the people who put up with it,1
i just seen a hit bitch call a hit bitch ugly that shit be funny ctfu,1
my bitch gotta be as fly as me if not flyer,1
dear mr science if human so better how come they can t be bird oh i m sorry was that too logic for you,2
yea dem hoes crazy,1
you bitches got me all the way fucked up idc how many pineapples y all eat your pussy still gon taste the same so give that shit up please,1
yoga has been around for ages and these bitches just now figuring it out,1
i gave my number to this bad ass bitch a few days ago she said i ll call you when i make it home i m starting to think tha,1
my bitch do all that and still go out,1
dat bitch had noo cheeks,1
i still can t understand why we don t dump our trash in the ocean it s pretty big and it d surely be cheaper than launching it into space,2
or hoes for everything,1
the conjuring wasn t trash it just wasn t as good as insidious,2
hoes suck my dick cus i look like john stockton hit em wit the choppa luke i am your fatherrr,1
bruhhhhh i want some oreos and milk,2
when your ex hits you with that i miss you bullshit lol bitch die,1
you don t want to get treated like a ho stop dressing like one if you want to stop getting treated like a thug,1
they say one man s trash is the next man s treasure where one finds pain the next might find pleasure,2
how other mfs tell me gm damn near every mornin an my bitch don t even tell me gm an she be wide tf awoke wtf type shit,1
ultraviolence video its coming you little bitch mtvhottest lana del rey bitchy promo,1
another movie that s gonna make you question your bitch,1
lol i just remember that same bitch said she liked my hair then asked is it yours smfh wut yes,1
the fuckin pussy makes fun of people all day on the radio someone calls him a creep and he blocks them,1
bid to go on a date with zack morris oh that dreamy son of a bitch,1
bro s before hoes not bro s over your girlfriend,1
fitted girbuad straps them bitches would be raw as hell,1
fucc hoes dats how i feel,1
you hoes steady coming for me,1
you can take someone out of the ghetto but you can t take the ghetto out of them,1
that s real pinchbach i told them niggas watch how everybody that wasn t on the bandwagon jump on the bitch when they get to austin,1
ima young rich niggah tryna fuck a niggah bitch my ex a rat the naybahoods be fuckin on that bitch i,1
small ass pants bitch,1
how long are they going to let the fools in ferguson continue stop pussy footin disperse them by whatever means necessary,2
no girl sucks dick but somehow all dudes get head dudes only fuck bad bitches yet all these ugly girls getting pregnant,1
i can t help but notice you attempting to avoid acknowledging your very hairy pussy,1
dem niccas run plays too quick,1
wiz khalifa was the most influential rapper in my era we seem to forget all the trends this nigguh started,1
fuck up you swole fag,1
y all really risk ur lives weaving in out of traffic traveling thru two counties for some pussy,1
bitches giving back rubs,1
its been years and this bitch still thinks im over how she did me over i dont think so decline,1
got receipt ink on your soles no problem,2
go fish bitch,1
im a ghetto ass nigga you suburban,1
i m a tramp ho and a slut,1
free patterns adorable crochet borders butterfly ladybug flower bumblebee and hat edging trim,2
i d like to issue a formal apology to israel for our piece of shit anti semitic president and his retarded secretary o,1
